TSTEP,Rh_litter,Rh_soil,Rh_total,C_litter,C_soil,C_total
1883,0.8069531,0.6677549,1.474708,4.5224113,21.264656,25.787067
1884,0.8450288,0.69494396,1.5399728,4.5222416,21.264824,25.787066
1885,0.7658502,0.681497,1.4473472,4.522232,21.264925,25.787157
1886,0.65954834,0.6308282,1.2903765,4.52244,21.264967,25.787407
1887,0.68197066,0.6156426,1.2976133,4.5226,21.265047,25.787647
1888,0.74477977,0.6250678,1.3698475,4.5226345,21.265182,25.787817
1889,0.87786734,0.68567884,1.5635462,4.522398,21.265394,25.787792
1890,1.2356154,0.8421174,2.0777328,4.521435,21.265818,25.787252
1891,0.9430937,0.806709,1.7498027,4.5210648,21.265976,25.78704
1892,0.5907365,0.56754065,1.1582772,4.521408,21.266012,25.78742
1893,0.6304117,0.5562294,1.1866411,4.521673,21.2661,25.787773
1894,0.76725036,0.6213072,1.3885576,4.521658,21.266264,25.787922
1895,0.84619063,0.6744618,1.5206524,4.5214844,21.266455,25.78794
1896,0.88031703,0.70423335,1.5845504,4.521242,21.266651,25.787893
1897,0.81998336,0.68284106,1.5028244,4.521118,21.26681,25.787928
1898,0.8467189,0.6883726,1.5350915,4.5209427,21.266987,25.78793
1899,0.8810374,0.715599,1.5966364,4.5206966,21.267174,25.78787
1900,0.9690909,0.7540812,1.7231721,4.5202713,21.267414,25.787685
1901,1.0197794,0.80694735,1.8267268,4.519743,21.267653,25.787395
1902,1.0165405,0.7966193,1.8131598,4.5192204,21.267899,25.787119
1903,1.1936703,0.9095786,2.1032488,4.518339,21.268213,25.786552
1904,1.1840081,0.93058157,2.1145897,4.517477,21.2685,25.785976
1905,1.2118485,0.92411727,2.1359658,4.5165577,21.26882,25.785378
1906,0.9941077,0.87835205,1.8724598,4.516079,21.26896,25.78504
1907,1.1483907,0.9079629,2.0563536,4.5152874,21.269234,25.784521
1908,1.2047789,0.96318346,2.1679623,4.5143795,21.26951,25.78389
1909,1.1485959,0.93465245,2.0832484,4.513586,21.269756,25.783342
1910,1.302393,1.0241249,2.3265178,4.51248,21.270073,25.782553
1911,1.2568421,1.0333626,2.2902048,4.511463,21.270334,25.781797
1912,1.4517788,1.1022929,2.5540717,4.5100517,21.27073,25.78078
1913,1.4683379,1.1244131,2.592751,4.508602,21.27112,25.779722
1914,1.6418006,1.2435622,2.8853629,4.5068016,21.271572,25.778374
1915,1.8189462,1.360942,3.1798882,4.504637,21.272093,25.77673
1916,1.4934292,1.281009,2.7744381,4.503134,21.272356,25.77549
1917,1.1575395,1.0870751,2.2446146,4.5023136,21.272467,25.77478
1918,1.2798959,1.0637189,2.3436148,4.5012455,21.272728,25.773973
1919,1.5750453,1.1908202,2.7658656,4.499571,21.27317,25.772741
1920,2.1655178,1.4870629,3.6525807,4.4966908,21.273933,25.770624
1921,2.0719557,1.6261631,3.6981187,4.4939995,21.274462,25.768461
1922,1.8745645,1.5336131,3.4081776,4.4917107,21.274878,25.766588
1923,1.7212813,1.4447322,3.1660135,4.489729,21.275227,25.764956
1924,1.9173068,1.528643,3.4459498,4.4873466,21.275698,25.763044
1925,1.6712961,1.5245271,3.1958232,4.485466,21.275917,25.761383
1926,1.3545994,1.3237599,2.6783593,4.484232,21.276007,25.760239
1927,1.3593986,1.2978547,2.6572533,4.4829865,21.276129,25.759115
1928,1.5003033,1.3791859,2.8794892,4.481451,21.27632,25.75777
1929,1.5344263,1.4455072,2.9799335,4.479845,21.27648,25.756325
1930,1.6563724,1.503708,3.1600804,4.4779873,21.27671,25.754698
1931,1.8417985,1.6540754,3.495874,4.475746,21.276989,25.752735
1932,1.9925152,1.8241485,3.8166637,4.473194,21.277258,25.750452
1933,2.1480887,1.9621489,4.1102376,4.4703197,21.277555,25.747875
1934,2.3256142,2.1755931,4.5012074,4.4670773,21.27783,25.744907
1935,1.9019257,1.8255438,3.7274694,4.4647007,21.278011,25.742712
1936,1.3943241,1.4845467,2.8788707,4.4633675,21.277998,25.741365
1937,1.7052213,1.5796593,3.2848806,4.4613934,21.278221,25.739614
1938,1.3357288,1.4173208,2.7530496,4.4601765,21.278217,25.738394
1939,1.1128553,1.2011219,2.3139772,4.4594193,21.278193,25.737612
1940,1.6713185,1.4010062,3.0723248,4.457508,21.278564,25.736073
1941,1.8620752,1.6499907,3.512066,4.4552,21.278893,25.734093
1942,1.4920839,1.5005585,2.9926424,4.4536552,21.278976,25.732632
1943,1.3714333,1.3884385,2.7598717,4.4523563,21.279047,25.731403
1944,1.476308,1.4639114,2.9402194,4.450842,21.279154,25.729996
1945,1.5075033,1.4619482,2.9694514,4.4492607,21.279297,25.728558
1946,1.3167739,1.3627999,2.6795738,4.4480724,21.279337,25.72741
1947,1.2476556,1.2901027,2.5377584,4.4470253,21.279379,25.726404
1948,1.2841728,1.28656,2.5707328,4.445902,21.279463,25.725365
1949,1.5030115,1.3825207,2.8855321,4.4443226,21.279688,25.72401
1950,1.7018461,1.5898464,3.2916925,4.4423313,21.279919,25.72225
1951,1.6833043,1.6666763,3.3499806,4.440378,21.280056,25.720434
1952,1.714628,1.7714438,3.4860718,4.438364,21.280123,25.718487
1953,1.827833,1.9552928,3.7831259,4.4361153,21.280128,25.716244
1954,1.8374863,2.2112083,4.0486946,4.4338512,21.27989,25.713741
1955,2.4323642,2.466849,4.8992133,4.4303513,21.280043,25.710394
1956,1.3020511,2.176461,3.478512,4.4292126,21.279264,25.708477
1957,0.8505058,1.8208623,2.6713681,4.429016,21.278355,25.70737
1958,1.770087,1.8494775,3.6195645,4.4269104,21.278416,25.705326
1959,2.074004,1.5814211,3.655425,4.4241657,21.279083,25.703249
1960,1.5024283,1.479146,2.9815743,4.4226227,21.279232,25.701855
1961,1.5350176,1.4772333,3.012251,4.4210186,21.279419,25.700438
1962,1.5447423,1.530801,3.0755434,4.4193974,21.279566,25.698963
1963,1.6551883,1.661293,3.3164814,4.417551,21.279703,25.697254
1964,1.7120245,1.8388166,3.550841,4.4155903,21.279728,25.695318
1965,1.6852956,1.8297544,3.51505,4.4136925,21.279734,25.693426
1966,1.6772215,1.8379664,3.515188,4.4118156,21.279724,25.69154
1967,1.5056078,1.7642455,3.2698534,4.410303,21.279604,25.689907
1968,1.4651456,1.678735,3.1438806,4.40888,21.279526,25.688406
1969,1.653415,1.6555347,3.3089497,4.4070625,21.27968,25.686743
1970,1.9980724,1.8689222,3.8669946,4.4045258,21.280003,25.684528
1971,1.9345505,1.9431334,3.8776839,4.40213,21.280184,25.682314
1972,1.8422664,1.8608376,3.703104,4.399933,21.28035,25.680283
1973,1.7660309,1.7713112,3.537342,4.3978996,21.280523,25.678423
1974,1.709303,1.723658,3.432961,4.3959923,21.280685,25.676678
1975,1.8407563,1.6599478,3.500704,4.3938103,21.281061,25.674871
1976,2.075422,1.9476602,4.0230823,4.391142,21.28141,25.672552
1977,2.2722056,2.2408845,4.51309,4.3880596,21.28169,25.66975
1978,1.7150186,1.9889258,3.7039444,4.38616,21.281605,25.667765
1979,2.1229496,1.8128729,3.9358225,4.3833904,21.282156,25.665546
1980,2.6085997,2.0892944,4.697894,4.379595,21.28298,25.662575
1981,2.6073482,2.3086822,4.9160304,4.375801,21.28359,25.659391
1982,2.6429808,2.3660977,5.0090785,4.371929,21.284193,25.656122
1983,2.941935,2.8490157,5.790951,4.367426,21.284655,25.65208
1984,2.8993065,3.0039208,5.9032273,4.3630085,21.284924,25.647932
1985,2.7064638,2.7070827,5.4135466,4.3589973,21.285284,25.644281
1986,2.6702366,2.3076959,4.9779325,4.3550606,21.286013,25.641073
1987,2.6571715,2.1971657,4.854337,4.351145,21.28685,25.637995
1988,2.7264304,2.375369,5.1017995,4.3470783,21.287596,25.634674
1989,2.6992626,2.3874469,5.0867095,4.343067,21.28831,25.631376
1990,2.2847812,2.3798316,4.664613,4.3399487,21.288559,25.628508
1991,1.7878221,1.9352058,3.723028,4.337904,21.288685,25.626589
1992,1.4973352,1.7403479,3.237683,4.336485,21.288671,25.625156
1993,1.5583035,1.7556614,3.3139648,4.33494,21.288715,25.623655
1994,1.6616905,1.861063,3.5227535,4.3331738,21.288776,25.62195
1995,2.054212,2.1325607,4.186773,4.3305626,21.289026,25.619589
1996,2.0929403,2.467885,4.5608253,4.327875,21.288986,25.616861
1997,1.9964743,2.630446,4.62692,4.3253994,21.288675,25.614075
1998,2.1002681,2.5776665,4.6779346,4.3227024,21.288544,25.611246
1999,2.3884134,2.883082,5.2714953,4.319378,21.288452,25.60783
2000,2.5657547,3.2079537,5.7737083,4.315672,21.288248,25.60392
2001,2.828093,3.476398,6.304491,4.311388,21.288095,25.599483
2002,2.911152,3.5382633,6.449415,4.306917,21.287992,25.59491
2003,2.8726609,3.6778038,6.5504646,4.3025246,21.287716,25.59024
2004,2.6191368,3.447815,6.0669518,4.2986794,21.28738,25.58606
2005,2.567988,2.8702326,5.4382205,4.294937,21.287577,25.582514
2006,2.2839527,2.935206,5.2191586,4.2918205,21.287373,25.579193
2007,1.9451785,2.6577597,4.602938,4.2894516,21.287045,25.576496
2008,1.9885995,2.813454,4.8020535,4.286991,21.286617,25.573608
2009,2.2898111,3.1924071,5.4822183,4.283869,21.286179,25.570047
2010,2.2573934,2.8840985,5.141492,4.280813,21.28602,25.566833
2011,1.8338037,2.1610572,3.994861,4.2786903,21.286081,25.564772
2012,1.869468,2.1002092,3.9696772,4.276491,21.28625,25.56274
2013,1.6595738,2.0188859,3.6784596,4.2747593,21.286247,25.561007
2014,1.6137419,1.9058654,3.5196073,4.2731266,21.286306,25.559433
2015,1.9514737,2.1217728,4.0732465,4.270748,21.286566,25.557314
2016,2.0474288,2.5521348,4.5995636,4.268162,21.286512,25.554674
2017,2.2999399,3.1952016,5.4951415,4.2650166,21.286129,25.551146
2018,2.4392738,3.586574,6.025848,4.2615547,21.285534,25.547089
2019,2.3936107,3.5950305,5.9886413,4.258194,21.28488,25.543074
2020,2.4217858,3.6523538,6.0741396,4.2547646,21.284214,25.538979
2021,2.2295446,3.3188562,5.548401,4.2517605,21.283651,25.535412
2022,2.04542,2.328942,4.374362,4.249155,21.283867,25.533022
2023,1.9505019,2.0526586,4.0031605,4.2467575,21.284246,25.531004
2024,1.9336803,2.0455759,3.9792562,4.244398,21.284618,25.529016
2025,1.9681101,2.2733946,4.2415047,4.2419624,21.284807,25.52677
2026,1.8307722,2.4747555,4.3055277,4.2398415,21.284624,25.524466
2027,1.9692492,2.5949087,4.564158,4.2374096,21.2845,25.52191
2028,1.8661158,2.5997488,4.4658647,4.2352104,21.284245,25.519455
2029,1.8460171,2.8837888,4.729806,4.2330627,21.28368,25.516743
2030,2.1125665,2.5238695,4.636436,4.230303,21.283825,25.514128
2031,2.0393317,2.5768573,4.616189,4.227707,21.283829,25.511536
2032,1.823488,2.5474622,4.37095,4.225601,21.283592,25.509193
2033,1.710886,2.3606524,4.0715384,4.223749,21.283401,25.50715
2034,1.6857927,2.6197426,4.3055353,4.221958,21.28292,25.504879
2035,1.724536,2.92516,4.649696,4.220085,21.282185,25.50227
2036,1.8121417,3.1748736,4.9870152,4.2180157,21.281311,25.499327
2037,1.9098802,3.3235183,5.2333984,4.215725,21.280418,25.496143
2038,1.985482,3.4093997,5.3948817,4.2132587,21.279541,25.4928
2039,2.043485,3.256706,5.300191,4.210657,21.2789,25.489557
2040,2.1984394,3.455159,5.6535983,4.2077007,21.278263,25.485964
2041,2.1252599,3.6354284,5.7606883,4.2049084,21.277359,25.482267
2042,1.8087378,3.3260365,5.134774,4.202839,21.27636,25.479198
2043,1.7655039,3.2423425,5.0078464,4.2008705,21.27539,25.476261
2044,1.6967356,3.0056765,4.702412,4.1990566,21.274574,25.47363
2045,1.796664,2.7248871,4.521551,4.197012,21.274174,25.471186
2046,1.877451,2.9457593,4.8232102,4.1947803,21.27366,25.468441
2047,1.9305036,3.1917818,5.1222854,4.1924267,21.272974,25.4654
2048,1.941617,3.1927772,5.134394,4.1900883,21.272305,25.462393
2049,1.8937685,2.936858,4.8306265,4.1878586,21.271835,25.459694
2050,1.6638932,2.191108,3.8550012,4.186157,21.271818,25.457975
2051,1.613913,2.1643755,3.7782886,4.184574,21.271763,25.456337
2052,1.4804275,2.3477063,3.8281338,4.1833076,21.271349,25.454657
2053,1.4696152,2.4621122,3.9317274,4.18207,21.270807,25.452877
2054,1.4937675,2.6891549,4.1829224,4.1808224,21.27007,25.450891
2055,1.6058803,2.9353971,4.5412774,4.1793213,21.269232,25.448553
2056,1.9036164,3.0217662,4.9253826,4.1771374,21.268703,25.44584
2057,1.9073148,3.072805,4.9801197,4.174946,21.268133,25.443079
2058,1.4741449,2.8907824,4.3649273,4.173765,21.267176,25.44094
2059,1.2667,2.575149,3.841849,4.1730747,21.26626,25.439335
2060,1.3060572,2.508398,3.8144553,4.1723366,21.265463,25.4378
2061,1.3709111,2.530092,3.9010031,4.171459,21.26473,25.43619
2062,1.4473784,2.6681197,4.115498,4.170418,21.263958,25.434376
2063,1.3012447,2.5839887,3.8852334,4.1697235,21.263079,25.432802
2064,1.6181905,2.3612587,3.9794493,4.1682987,21.262842,25.43114
2065,1.4459774,2.4228024,3.86878,4.167286,21.262316,25.429602
2066,1.4556649,2.1575541,3.613219,4.166254,21.26207,25.428324
2067,1.3447492,1.2000296,2.5447788,4.1654835,21.262638,25.428122
2068,1.2766668,1.1301619,2.4068286,4.164871,21.263186,25.428057
2069,1.2380191,1.2149936,2.4530127,4.16436,21.263597,25.427958
2070,1.0475378,1.2635822,2.31112,4.1643047,21.263708,25.428013
2071,1.0419382,1.3390039,2.380942,4.164274,21.263735,25.428009
2072,1.1428529,1.454228,2.597081,4.1640244,21.263777,25.427801
2073,1.2043345,1.6227303,2.8270648,4.1636486,21.263727,25.427376
2074,1.1886826,1.7845442,2.9732268,4.1633205,21.263496,25.426817
2075,1.1188017,1.918598,3.0373998,4.163187,21.263037,25.426224
2076,1.224185,2.0543082,3.2784932,4.1628246,21.262577,25.425402
2077,1.1925292,2.0983522,3.2908814,4.162533,21.262032,25.424564
2078,1.2306969,2.2427206,3.4734175,4.1621666,21.261389,25.423555
2079,1.3995626,2.4292958,3.8288584,4.1614285,21.260778,25.422207
2080,1.4793212,2.581732,4.0610533,4.1605167,21.26012,25.420637
2081,1.4421039,2.6175766,4.0596805,4.1597214,21.259377,25.419098
2082,1.4626176,2.6834877,4.1461053,4.1588936,21.258593,25.417486
2083,1.4554079,2.4185336,3.8739414,4.1580925,21.258066,25.416159
2084,1.4023722,1.9735168,3.375889,4.157425,21.257915,25.41534
2085,1.2478787,1.9321572,3.1800358,4.15711,21.257603,25.414713
2086,1.347513,2.0677066,3.4152195,4.156595,21.257284,25.41388
2087,1.3544078,2.147425,3.5018327,4.1560802,21.256893,25.412973
2088,1.3205719,2.1231399,3.4437118,4.1556587,21.256481,25.41214
2089,1.4082243,2.3000326,3.708257,4.155054,21.256004,25.411058
2090,1.3089459,2.2934735,3.6024194,4.1546745,21.255405,25.41008
2091,1.1484311,2.0386746,3.1871057,4.1546783,21.25485,25.409529
2092,1.3899937,2.155737,3.5457306,4.1541557,21.254492,25.408648
2093,1.2491102,1.6739583,2.9230685,4.1539745,21.25443,25.408405
2094,1.0512708,1.0887793,2.1400502,4.154253,21.2547,25.408953
2095,0.9070891,1.1276292,2.0347183,4.1548653,21.25474,25.409605
2096,0.84057367,1.0856919,1.9262656,4.1556454,21.254736,25.410381
2097,0.78474057,1.0329063,1.8176469,4.1565704,21.25471,25.41128
2098,0.88771033,1.1677325,2.0554428,4.157282,21.254677,25.411959
2099,1.1124862,1.3529106,2.465397,4.1574936,21.254747,25.412241
2100,1.192853,1.5420563,2.7349093,4.157545,21.254728,25.412273
2101,1.1615038,1.6632009,2.8247046,4.15769,21.254545,25.412235
2102,1.1737055,1.7770842,2.9507897,4.1578255,21.254263,25.412088
2103,1.2221595,1.9428912,3.1650507,4.1578693,21.253876,25.411745
2104,1.2263077,1.7888042,3.015112,4.1579227,21.253645,25.411568
2105,0.7410539,0.8496043,1.5906582,4.159088,21.253736,25.412825
2106,0.79388463,0.84804475,1.6419294,4.1601486,21.253895,25.414043
2107,0.93057376,0.9776942,1.908268,4.1609173,21.254093,25.41501
2108,0.87384605,1.1255764,1.9994224,4.161833,21.25407,25.415903
2109,0.906288,1.1672364,2.0735245,4.162691,21.254045,25.416737
2110,0.9261656,1.1836975,2.109863,4.1635246,21.254025,25.41755
2111,1.0093756,1.2546668,2.2640424,4.1641846,21.254038,25.418222
2112,0.9770769,1.3457185,2.3227954,4.164938,21.253916,25.418854
2113,0.83064556,1.3384898,2.1691353,4.1660423,21.253614,25.419657
2114,0.87627995,1.3621281,2.238408,4.1670628,21.253345,25.420408
2115,0.8841976,1.3553313,2.239529,4.168085,21.253092,25.421177
2116,0.89156044,1.3348635,2.226424,4.169113,21.252865,25.421978
2117,0.82759035,1.3692085,2.1967988,4.1703053,21.252522,25.422827
2118,0.756878,1.3223139,2.079192,4.1716766,21.252134,25.423811
2119,0.7411792,1.2586417,1.999821,4.1731033,21.251791,25.424894
2120,0.7752316,1.4056561,2.1808877,4.174469,21.251339,25.425808
2121,0.6696756,1.2621534,1.931829,4.1760883,21.2509,25.426989
2122,0.61645806,1.1668973,1.7833554,4.177845,21.250488,25.428333
2123,0.67433774,1.1664679,1.8408056,4.179487,21.250147,25.429634
2124,0.727481,1.1665791,1.8940601,4.218691,21.249846,25.468536
2125,0.7743714,1.0948675,1.8692389,4.253872,21.249636,25.503508
2126,0.89732087,1.1057388,2.0030596,4.285265,21.249529,25.534794
2127,1.0837379,1.1610608,2.2447987,4.3130913,21.249552,25.562643
2128,1.2481599,1.2379229,2.4860828,4.3377304,21.249655,25.587385
2129,1.3971974,1.3269933,2.7241907,4.359503,21.24981,25.609312
2130,1.4441271,1.3312218,2.775349,4.3788795,21.249992,25.628872
2131,1.5209273,1.2894956,2.810423,4.3960285,21.250288,25.646317
2132,1.7092507,1.3991585,3.1084092,4.4109364,21.250658,25.661594
2133,1.9345584,1.5042527,3.438811,4.4237156,21.251146,25.674862
2134,2.1853604,1.6496682,3.8350286,4.43449,21.251738,25.686228
2135,1.8286709,1.4936186,3.3222895,4.444643,21.252108,25.69675
2136,1.7410382,1.3833836,3.1244218,4.45376,21.252493,25.706253
2137,1.7882284,1.3831714,3.1713998,4.4616966,21.25292,25.714617
2138,1.6902498,1.3539175,3.0441673,4.468853,21.253273,25.722126
2139,1.3698267,1.1292049,2.4990315,4.4757767,21.253521,25.729298
2140,1.4736977,1.1231349,2.5968325,4.481699,21.25388,25.735579
2141,1.7727269,1.2641674,3.0368943,4.486311,21.254398,25.74071
2142,1.944401,1.411722,3.356123,4.4899406,21.25494,25.74488
2143,1.971234,1.3809503,3.3521843,4.492939,21.25554,25.74848
2144,2.3864093,1.6202914,4.0067005,4.494583,21.256319,25.750902
2145,1.2776588,1.1085459,2.3862047,4.497984,21.256483,25.754467
2146,1.1159168,0.9369284,2.0528452,4.5012836,21.256657,25.75794
2147,1.1617053,0.91156673,2.073272,4.5041122,21.256905,25.761017
2148,1.3286407,0.98189944,2.3105402,4.5062714,21.25725,25.763521
2149,1.408133,1.0358732,2.4440062,4.5079727,21.25762,25.765593
2150,1.3529544,1.037797,2.3907514,4.509514,21.25793,25.767445
2151,0.9927287,0.8299912,1.8227199,4.511532,21.258087,25.769619
2152,1.0108929,0.82010525,1.8309982,4.513296,21.258272,25.771568
2153,0.79231495,0.69513065,1.4874456,4.5153027,21.258362,25.773664
2154,0.8810597,0.69815844,1.5792181,4.5169544,21.25854,25.775494
2155,1.1462557,0.7949092,1.941165,4.552578,21.25888,25.811459
2156,1.8157408,1.0532672,2.869008,4.5505104,21.259628,25.810139
2157,2.5958166,1.4318234,4.02764,4.5468864,21.260775,25.807661
2158,1.7467818,1.2292631,2.976045,4.54496,21.261274,25.806234
2159,1.214446,0.93781626,2.1522622,4.544094,21.261536,25.80563
2160,1.1417916,0.88337916,2.0251708,4.543373,21.26178,25.805153
2161,0.9498367,0.76528245,1.7151191,4.5430355,21.261951,25.804987
2162,0.93816584,0.7299816,1.6681474,4.542721,21.262148,25.804869
2163,0.9492681,0.73993313,1.6892012,4.5423813,21.262346,25.804728
2164,0.92499954,0.72893494,1.6539345,4.5420876,21.262533,25.80462
2165,0.8056472,0.6593198,1.464967,4.542036,21.262669,25.804705
2166,0.76984334,0.6099683,1.3798116,4.542053,21.26282,25.804873
2167,0.9047381,0.66519684,1.569935,4.5417995,21.263052,25.804852
2168,0.8907959,0.67578584,1.5665817,4.5415745,21.263258,25.804832
2169,0.91376007,0.68318856,1.5969486,4.5413017,21.263481,25.804783
2170,0.90758187,0.6944782,1.6020601,4.541044,21.263685,25.80473
2171,0.64972776,0.5578175,1.2075453,4.5413,21.26377,25.805069
2172,0.57170725,0.48499966,1.0567069,4.54171,21.26385,25.80556
2173,0.69695497,0.5251833,1.2221383,4.54187,21.264015,25.805885
2174,1.0024565,0.6486386,1.6510952,4.541416,21.264364,25.80578
2175,0.88384014,0.6527862,1.5366263,4.5412045,21.264587,25.805792
2176,0.7917828,0.61691374,1.4086965,4.541176,21.264755,25.805931
2177,0.7890175,0.6210063,1.4100238,4.541149,21.264917,25.806067
2178,0.68651116,0.56560934,1.2521205,4.5413322,21.26503,25.806362
2179,0.7827398,0.59007245,1.3728123,4.541319,21.265217,25.806536
2180,0.85695535,0.6202089,1.4771643,4.541155,21.26545,25.806604
2181,1.0550967,0.70717573,1.7622725,4.540596,21.265793,25.806389
2182,1.1977949,0.79226273,1.9900576,4.539753,21.266193,25.805946
2183,1.1194348,0.7904241,1.909859,4.5390644,21.266518,25.805582
2184,1.205151,0.8389281,2.044079,4.538206,21.266878,25.805084
2185,1.0920229,0.7920732,1.8840961,4.537573,21.267174,25.804747
2186,1.0956851,0.7854974,1.8811826,4.536932,21.267479,25.80441
2187,1.346852,0.9055551,2.252407,4.5357857,21.267918,25.803703
2188,1.1470516,0.8509076,1.9979591,4.535042,21.26821,25.803251
2189,1.0792823,0.80052763,1.87981,4.5344315,21.268486,25.802917
2190,1.2010224,0.8568439,2.0578663,4.533577,21.268827,25.802404
2191,1.1167498,0.8296646,1.9464144,4.532892,21.269112,25.802004
2192,1.2357612,0.87963957,2.1154008,4.531967,21.269466,25.801434
2193,1.1973557,0.8720753,2.069431,4.5311184,21.26979,25.800909
2194,1.3332138,0.94464594,2.2778597,4.529997,21.27018,25.800177
2195,1.0413285,0.8305894,1.871918,4.529459,21.27039,25.799849
2196,0.8532092,0.7041686,1.5573778,4.5293007,21.270536,25.799837
2197,1.0504596,0.77404,1.8244996,4.5287437,21.270813,25.799557
2198,1.3024089,0.8953169,2.1977258,4.5276814,21.271223,25.798904
2199,1.2362099,0.9033317,2.1395416,4.5267525,21.271557,25.79831
2200,1.3999395,0.96183807,2.3617775,4.52549,21.272001,25.797491
2201,1.485308,1.0412592,2.5265672,4.5240593,21.27245,25.796509
2202,1.3336648,0.9794084,2.3130732,4.522932,21.272808,25.79574
2203,1.4651278,1.0664364,2.5315642,4.521538,21.273214,25.794752
2204,0.7786095,0.71907604,1.4976856,4.5215244,21.273273,25.794798
2205,0.7432772,0.63632643,1.3796036,4.5215816,21.27338,25.794962
2206,0.84853584,0.67575747,1.5242933,4.5214252,21.273556,25.794981
2207,1.2842468,0.8841437,2.1683905,4.5203915,21.273964,25.794355
2208,1.04199,0.7972907,1.8392807,4.519846,21.274214,25.79406
2209,1.4787409,0.9837458,2.4624867,4.5184193,21.274721,25.79314
2210,1.5313035,1.0910498,2.6223533,4.5168877,21.275173,25.79206
2211,1.0130789,0.84829444,1.8613734,4.5163994,21.275343,25.791742
2212,1.0809116,0.8554798,1.9363914,4.515774,21.275576,25.79135
2213,1.0600696,0.8358712,1.8959408,4.51519,21.275806,25.790997
2214,1.0266013,0.83705,1.8636513,4.5146713,21.276003,25.790674
2215,0.8141688,0.71542966,1.5295985,4.5145817,21.276106,25.790688
2216,0.8490101,0.6817398,1.5307499,4.5144196,21.27628,25.790699
2217,1.1642218,0.82837695,1.9925988,4.5136223,21.276627,25.790249
2218,1.1907057,0.8983487,2.0890543,4.5127716,21.27693,25.789701
2219,1.5015196,1.0484215,2.549941,4.5112934,21.277401,25.788694
2220,1.2388916,0.9810042,2.2198958,4.5103455,21.27767,25.788015
2221,1.0656745,0.8753795,1.941054,4.5097466,21.27787,25.787617
2222,1.2245115,0.9184452,2.1429567,4.5088253,21.27819,25.787016
2223,1.4185052,1.04736,2.4658651,4.507511,21.27858,25.78609
2224,1.3279502,1.0194402,2.3473904,4.506378,21.278906,25.785284
2225,1.2655625,1.0198019,2.2853644,4.505373,21.279167,25.78454
2226,0.90910524,0.8193938,1.728499,4.505087,21.279266,25.784353
2227,0.91865313,0.785336,1.7039891,4.5047817,21.27941,25.784191
2228,0.8725652,0.7578618,1.630427,4.504566,21.279535,25.784101
2229,0.7425794,0.6717432,1.4143226,4.504614,21.279613,25.784227
2230,0.8009858,0.683028,1.4840138,4.5045414,21.279743,25.784285
2231,0.88181096,0.72392935,1.6057403,4.504305,21.279913,25.784218
2232,0.7937409,0.6994621,1.493203,4.5042496,21.280016,25.784266
2233,0.7363276,0.6407561,1.3770837,4.5043087,21.28012,25.78443
2234,0.9492023,0.73053455,1.6797369,4.503937,21.280354,25.78429
2235,1.2038145,0.8669345,2.070749,4.503048,21.28071,25.783758
2236,1.3239505,0.96107435,2.285025,4.501919,21.281096,25.783014
2237,1.3636109,1.047386,2.410997,4.5007076,21.281435,25.782143
2238,0.733601,0.7179644,1.4515654,4.5007706,21.28146,25.78223
2239,0.58875436,0.5723193,1.1610737,4.5011253,21.281485,25.78261
2240,0.68653995,0.59818023,1.2847202,4.50128,21.281584,25.782864
2241,0.78279936,0.6518165,1.4346159,4.5012417,21.281727,25.782969
2242,0.9037443,0.7095942,1.6133385,4.5009594,21.281937,25.782896
2243,0.986627,0.77575576,1.7623827,4.5005074,21.282166,25.782673
2244,0.8743774,0.7482881,1.6226655,4.500284,21.282305,25.782589
2245,0.92072666,0.7413981,1.6621248,4.4999638,21.282501,25.782465
2246,0.7156609,0.66733134,1.3829923,4.500061,21.28256,25.782621
2247,0.6329624,0.5797209,1.2126833,4.5003242,21.282623,25.782948
2248,0.68694603,0.59977984,1.2867259,4.500477,21.282722,25.7832
2249,0.7878047,0.6374943,1.425299,4.5004253,21.282887,25.783312
2250,0.7349628,0.6402532,1.375216,4.5004826,21.282993,25.783476
2251,0.7147151,0.63687,1.3515851,4.50058,21.283083,25.783663
2252,0.7528011,0.63354796,1.3863491,4.500597,21.283216,25.783813
2253,0.91513175,0.7085287,1.6236604,4.500288,21.28344,25.783728
2254,0.91787404,0.73792785,1.6558019,4.4999733,21.283638,25.783611
2255,0.8684477,0.72170824,1.590156,4.499758,21.2838,25.783558
2256,0.93576854,0.74153334,1.6773019,4.499405,21.284014,25.783419
2257,1.2753787,0.9290771,2.2044559,4.4983654,21.284388,25.782753
2258,1.7116157,1.1609994,2.872615,4.496441,21.284977,25.781418
2259,1.5978328,1.1604797,2.7583125,4.4947433,21.285452,25.780195
2260,1.7584641,1.2772243,3.0356884,4.4927235,21.285975,25.778698
2261,2.2722125,1.5144113,3.7866237,4.4896545,21.286793,25.776447
2262,1.7158387,1.4118824,3.127721,4.4877167,21.28714,25.774857
2263,1.0413785,0.9968272,2.0382056,4.4871483,21.287209,25.774357
2264,1.0536814,0.9389059,1.9925873,4.4865513,21.28735,25.773901
2265,0.9910968,0.9113962,1.902493,4.48608,21.287455,25.773535
2266,0.8675778,0.82824993,1.6958277,4.485861,21.287514,25.773375
2267,0.9040533,0.8167555,1.7208087,4.485567,21.287624,25.773191
2268,0.951009,0.84445256,1.7954615,4.485176,21.287756,25.772932
2269,0.87225395,0.80236393,1.6746179,4.4849434,21.28785,25.772793
